id,food_name,category,image_url,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,source
1393,sambal andaliman tapanuli,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,110,3.5,7.5,8.5,2.5,420,2.5,hand_curated
1394,sambal mangga muda jawa,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,85,1.5,3.5,12.5,7.5,410,2.5,hand_curated
1395,sambal nanas medan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,75,1.5,3.5,11.5,7.5,380,2.0,hand_curated
1396,sambal cumi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,165,14.5,7.5,9.5,2.5,580,1.0,hand_curated
1397,sambal tongkol balado,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,245,22.5,13.5,8.5,2.0,520,1.5,hand_curated
1398,sambal hijau bawang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,95,2.0,5.5,8.5,3.0,480,1.5,hand_curated
1399,sambal tahu cabai hijau,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,115,6.5,6.5,9.5,2.5,480,1.0,hand_curated
1400,sambal pencak sunda,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,105,2.0,6.5,9.5,3.5,480,1.8,hand_curated
1401,sambal goreng jamur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,145,5.5,8.5,12.5,2.5,480,4.5,hand_curated
1402,sambal kemangi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,105,2.5,6.0,9.0,3.0,380,2.0,hand_curated
1403,sambal tinombur batak,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,115,4.5,7.5,8.5,2.0,510,2.0,hand_curated
1404,sambal pedas wong solo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,125,3.5,8.5,9.5,3.5,580,1.8,hand_curated
1405,sambal cabai sangrai,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,105,2.5,6.5,9.5,3.5,480,1.8,hand_curated
1406,sambal kemiri pekalongan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,215,5.5,16.5,12.5,3.0,480,3.0,hand_curated
1407,sambal hijau medan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,95,2.5,6.0,8.0,3.5,480,1.5,hand_curated
1408,kue moci,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,235,3.5,5.5,42.5,18.5,65,1.5,hand_curated
1409,kue ape,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.5,6.5,35.5,14.5,95,1.5,hand_curated
1410,kipo kotagede,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,175,2.5,4.5,30.5,14.5,65,1.5,hand_curated
1411,kue keciput,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,425,8.5,14.5,60.5,18.5,95,2.5,hand_curated
1412,gandos,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,4.5,8.5,45.5,14.5,65,1.5,hand_curated
1413,gandasturi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,245,8.5,8.5,35.5,14.5,95,4.5,hand_curated
1414,geplak jogja,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,3.5,8.5,50.5,28.5,35,4.5,hand_curated
1415,getas,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,4.5,7.5,48.5,22.5,95,2.0,hand_curated
1416,jadah,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,3.5,4.5,38.5,1.5,65,1.5,hand_curated
1417,jongkong kopyor,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,3.5,5.5,38.5,18.5,95,1.5,hand_curated
1418,klanting,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,3.5,6.5,50.5,14.5,95,1.5,hand_curated
1419,kue cincin,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,8.5,45.5,18.5,95,1.5,hand_curated
1420,kue kunut,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.5,5.5,38.5,14.5,65,1.5,hand_curated
1421,lapis ngangkruk,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,4.5,9.5,45.5,22.5,95,1.0,hand_curated
1422,lemet,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,3.5,5.5,38.5,14.5,65,1.5,hand_curated
1423,manco,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,6.5,14.5,65.5,28.5,65,2.5,hand_curated
1424,mendut,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,3.5,5.5,38.5,18.5,65,1.5,hand_curated
1425,opak,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,6.5,4.5,80.5,1.5,285,2.0,hand_curated
1426,putri mandi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,235,3.5,6.5,42.5,18.5,65,1.5,hand_curated
1427,putri salju,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,485,6.5,28.5,45.5,18.5,95,2.5,hand_curated
1428,sagon,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,4.5,28.5,35.5,14.5,65,4.5,hand_curated
1429,sapit,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,8.5,18.5,55.5,18.5,95,1.5,hand_curated
1430,semprong,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,6.5,14.5,65.5,18.5,95,1.5,hand_curated
1431,sus indonesia,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,8.5,14.5,28.5,8.5,145,1.0,hand_curated
1432,telur dadar manis,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,245,8.5,14.5,18.5,14.5,145,0.8,hand_curated
1433,terang bulan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,7.5,18.5,58.5,18.5,285,1.5,hand_curated
1434,kue tete,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,8.5,45.5,18.5,95,1.5,hand_curated
1435,kue ku merah,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,235,4.5,5.5,40.5,18.5,65,1.5,hand_curated
1436,kue lapis surabaya,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,9.5,45.5,22.5,95,1.0,hand_curated
1437,kue garpu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,425,6.5,14.5,65.5,1.5,285,1.5,hand_curated
1438,kue pia,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,8.5,48.5,18.5,95,2.0,hand_curated
1439,kue klanting cilembu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,6.5,50.5,14.5,95,1.5,hand_curated
1440,kue putu manis bandung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_putu_klepon_keliling.JPG,175,2.5,5.5,30.5,14.5,65,1.0,hand_curated
1441,kue lopis ketan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.5,4.5,38.5,14.5,65,1.5,hand_curated
1442,kue tetel,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,4.5,8.5,45.5,18.5,95,1.5,hand_curated
1443,kue lampar,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.5,5.5,38.5,16.5,65,1.5,hand_curated
1444,kue bolu peca,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,295,4.5,9.5,47.5,22.5,145,1.5,hand_curated
1445,kue cucur ungu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.0,6.5,36.5,16.5,85,1.0,hand_curated
1446,kue dadar pandan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,195,3.2,7.1,30.5,15.2,38,1.6,hand_curated
1447,kue klepon ungu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_putu_klepon_keliling.JPG,175,2.5,3.8,32.5,18.5,22,0.7,hand_curated
1448,pesmol bandeng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,185,20.0,10.0,7.5,2.5,450,1.3,hand_curated
1449,semur lidah,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,245,18.5,14.5,9.5,4.5,620,1.2,hand_curated
1450,opor cumi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,245,14.5,16.5,8.5,2.5,540,1.5,hand_curated
1451,brengkes ikan patin,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,195,17.5,9.5,7.5,1.5,540,1.5,hand_curated
1452,paru rica,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,295,18.5,22.5,5.5,1.0,580,0.5,hand_curated
1453,kikil sapi gurih,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,235,16.5,14.5,9.5,2.0,520,0.8,hand_curated
1454,kikil ayam,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,215,19.5,12.5,8.5,1.5,520,0.5,hand_curated
1455,dendeng kentang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,295,18.5,18.5,22.5,5.5,580,1.5,hand_curated
1456,sambal teri kentang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,235,16.5,13.5,18.5,3.5,720,2.0,hand_curated
1457,mendol,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,11.5,11.5,14.5,2.0,480,4.5,hand_curated
1458,mangut welut,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,235,18.5,14.5,7.5,1.5,540,1.5,hand_curated
1459,garang asem ikan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,165,17.5,6.5,8.5,1.5,540,1.5,hand_curated
1460,dadih mentah,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,145,5.5,11.5,6.5,6.5,95,0.0,hand_curated
1461,intip solo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,425,7.5,12.5,65.5,1.5,285,1.0,hand_curated
1462,dempo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,385,7.5,11.5,60.5,1.5,285,1.5,hand_curated
1463,saren goreng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,285,14.5,16.5,18.5,2.5,580,1.5,hand_curated
1464,es laksamana mengamuk,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,175,1.5,3.5,32.5,22.5,65,1.5,hand_curated
1465,es shanghai,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,175,1.5,3.5,32.5,22.5,55,1.5,hand_curated
1466,kopi kawa daun,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,8,0.2,0.0,2.0,0.0,5,0.1,hand_curated
1467,kopi joss jogja,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,35,0.5,0.1,8.5,6.5,5,0.1,hand_curated
1468,kopi tubruk lampung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,45,0.5,0.1,11.5,10.5,5,0.1,hand_curated
1469,kopi aceh,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,45,0.5,0.1,11.5,10.5,5,0.1,hand_curated
1470,sanger aceh,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,145,4.5,5.5,18.5,14.5,65,0.3,hand_curated
1471,teh poci tegal,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,75,0.3,0.1,18.5,16.5,8,0.1,hand_curated
1472,wedang ronde solo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,165,2.5,3.5,32.5,20.5,25,0.8,hand_curated
1473,dawet hijau,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,145,1.5,4.5,25.5,18.5,65,1.0,hand_curated
1474,dawet kuah banjarnegara,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,155,1.5,4.5,27.5,19.5,65,1.0,hand_curated
1475,jamu cabe puyang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,75,0.5,0.2,18.5,14.5,8,0.5,hand_curated
1476,jamu pahitan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,25,0.3,0.1,5.5,1.5,8,0.5,hand_curated
1477,jamu sinom,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,65,0.5,0.2,16.5,12.5,8,0.5,hand_curated
1478,jamu pencok,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,75,0.5,0.2,18.5,14.5,8,0.5,hand_curated
1479,sirup buah merah,makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",285,1.5,4.5,60.5,50.5,25,1.5,hand_curated
1480,tempe boyolali,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1481,tempe malang,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1482,tempe pekalongan,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1483,tempe kediri,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1484,tempe mojokerto,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1485,tempe cilacap,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,193,19.0,11.0,9.4,2.4,9,9.0,hand_curated
1486,tahu cibuntu,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76,8.1,4.8,1.9,0.6,7,0.3,hand_curated
1487,tahu ciampea,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76,8.1,4.8,1.9,0.6,7,0.3,hand_curated
1488,tahu jombang,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76,8.1,4.8,1.9,0.6,7,0.3,hand_curated
1489,tahu solo,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76,8.1,4.8,1.9,0.6,7,0.3,hand_curated
1490,tahu pong banyumas,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,95,8.5,5.5,2.5,0.8,12,0.5,hand_curated
1491,tahu serasi bandungan,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,80,8.0,5.0,2.0,0.6,10,0.4,hand_curated
1492,petis madura,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_cobek.JPG,245,12.5,4.5,38.5,18.5,1850,1.5,hand_curated
1493,petis sidoarjo,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_cobek.JPG,245,12.5,4.5,38.5,18.5,1850,1.5,hand_curated
1494,oncom kediri,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,195,13.0,6.0,22.5,2.5,25,4.5,hand_curated
1495,dage,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,165,11.5,5.5,18.5,2.5,25,4.0,hand_curated
1496,tape uli,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,215,3.5,4.5,38.5,14.5,25,1.5,hand_curated
1497,sale pisang,makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",285,4.5,4.5,60.5,35.5,25,4.5,hand_curated
1498,kering tempe,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,425,22.5,18.5,38.5,8.5,580,9.5,hand_curated
1499,kering kentang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,480,7.5,18.5,65.5,1.5,580,4.5,hand_curated
1500,kering teri,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,295,28.5,12.5,18.5,1.5,1450,2.5,hand_curated
1501,kering kacang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,525,18.5,38.5,35.5,4.5,285,8.5,hand_curated
1502,dadih sumbar,kacang,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,165,5.5,11.5,6.5,6.5,95,0.0,hand_curated
1503,terasi udang bagansiapi,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,225,24.8,3.8,23.5,2.0,4500,3.0,hand_curated
1504,dendeng manis bali,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,385,24.5,22.5,18.5,5.5,580,1.0,hand_curated
1505,dendeng manis padang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,385,24.5,22.5,18.5,5.5,580,1.0,hand_curated
1506,semur jengkol betawi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,195,7.5,6.5,24.5,4.5,620,8.0,hand_curated
1507,semur tahu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,195,11.5,9.5,14.5,5.5,580,1.5,hand_curated
1508,semur telur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,215,11.5,12.5,14.5,5.5,580,0.5,hand_curated
1509,gula semut,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,386,0.2,0.0,98.0,92.0,39,0.1,hand_curated
1510,gula kelapa,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,386,0.2,0.0,98.0,92.0,39,0.1,hand_curated
1511,gula jawa,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,386,0.2,0.0,98.0,92.0,39,0.1,hand_curated
1512,gula batu,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,396,0.0,0.0,100.0,100.0,1,0.0,hand_curated
1513,ikan asin selar,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,215,26.5,9.5,0,0,1620,0,hand_curated
1514,ikan asin gambolo,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,215,26.5,9.5,0,0,1620,0,hand_curated
1515,ikan asin tongkol,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,285,28.5,14.5,0,0,1820,0,hand_curated
1516,ikan asin layur,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,245,27.5,11.5,0,0,1750,0,hand_curated
1517,ikan asin kapas-kapas,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,235,27.0,10.5,0,0,1680,0,hand_curated
1518,ikan asin layang,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,235,27.0,10.5,0,0,1680,0,hand_curated
1519,ikan asin manyung,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,245,27.5,11.5,0,0,1750,0,hand_curated
1520,ikan asin etong,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,235,27.0,10.5,0,0,1680,0,hand_curated
1521,ikan asap salai,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,245,28.5,12.5,0,0,1450,0,hand_curated
1522,ikan kayu fufu,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,285,28.5,14.5,0,0,1450,0,hand_curated
1523,ikan asar manado,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,245,28.5,12.5,0,0,1450,0,hand_curated
1524,lalap sunda,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,35,1.5,0.3,6.5,1.5,12,2.5,hand_curated
1525,asinan sayur jakarta,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado_in_Jakarta.JPG,95,2.5,3.5,14.0,4.5,680,2.5,hand_curated
1526,asinan buah bogor,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado_in_Jakarta.JPG,95,1.5,1.5,18.5,8.5,480,2.5,hand_curated
1527,urap-urap jawa,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado_in_Jakarta.JPG,115,4.5,7.5,8.5,2.5,350,3.0,hand_curated
1528,rujak shanghai,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado_in_Jakarta.JPG,195,8.5,4.5,28.5,12.5,480,3.5,hand_curated
1529,rujak gobet,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Gado-gado_in_Jakarta.JPG,95,1.5,0.5,22.5,14.5,380,3.5,hand_curated
1530,gangan paliat banjar,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,165,14.5,8.5,7.5,2.0,540,1.5,hand_curated
1531,oblok-oblok,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,145,4.5,9.5,12.5,2.5,480,3.5,hand_curated
1532,sayur loncom,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,165,6.5,9.5,12.5,2.5,510,2.5,hand_curated
1533,sayur santan kentang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,195,4.5,12.5,18.5,3.5,480,2.5,hand_curated
1534,sayur kelor,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,75,4.5,1.5,8.5,1.5,320,3.0,hand_curated
1535,merica putih utuh,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,296,10.4,2.1,68.6,0,5,26.2,hand_curated
1536,merica hitam utuh,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,251,10.4,3.3,63.9,0.6,20,25.3,hand_curated
1537,kapulaga hitam,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,311,10.8,6.7,68.5,0,18,28.0,hand_curated
1538,kapulaga hijau,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,311,10.8,6.7,68.5,0,18,28.0,hand_curated
1539,daun salam jawa,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,313,7.6,8.4,74.9,0,23,26.3,hand_curated
1540,daun jeruk purut segar,bumbu,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",110,5.5,1.5,25.0,0,8,12.0,hand_curated
1541,daun pandan wangi,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,70,2.0,0.5,16.5,0,5,3.5,hand_curated
1542,daun salam koja,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,95,3.5,1.0,18.0,1.0,8,6.0,hand_curated
1543,kelapa parut muda,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,354,3.3,33.5,15.2,6.2,20,9.0,hand_curated
1544,kelapa parut tua,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,354,3.3,33.5,15.2,6.2,20,9.0,hand_curated
1545,kelapa kelentik,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,425,4.5,38.5,18.5,6.5,25,8.5,hand_curated
1546,santan kara,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,230,2.3,24.0,5.5,3.3,15,2.2,hand_curated
1547,santan instan,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,230,2.3,24.0,5.5,3.3,15,2.2,hand_curated
1548,gula merah aren,bumbu,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,386,0.2,0.0,98.0,92.0,39,0.1,hand_curated
