id,food_name,category,serving_size_g,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,image,source
1078,pisang nangka,buah,100,105,1.3,0.4,27.5,13.5,1,2.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1079,pisang byar,buah,100,95,1.1,0.3,24.0,12.5,1,2.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1080,pisang lampung,buah,100,89,1.1,0.3,23.0,12.0,1,2.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1081,pisang longok,buah,100,95,1.1,0.3,24.0,12.5,1,2.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1082,pisang klutuk,buah,100,92,1.5,0.4,23.5,11.0,1,4.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1083,pisang raja sereh,buah,100,105,1.4,0.4,27.5,14.0,1,3.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1084,pisang cavendish,buah,100,89,1.1,0.3,22.8,12.2,1,2.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1085,pisang lilin,buah,100,88,1.1,0.3,22.5,12.0,1,2.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1086,durian montong,buah,100,175,1.5,5.5,32.5,22.5,2,4.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1087,durian bawor,buah,100,165,1.5,5.0,30.5,21.5,2,3.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1088,durian musang king,buah,100,175,1.5,5.5,32.0,22.0,2,4.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1089,durian candimulyo,buah,100,155,1.5,5.0,28.5,19.5,2,3.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1090,durian petruk,buah,100,145,1.5,5.0,27.5,18.5,2,3.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1091,durian pelangi,buah,100,155,1.5,5.0,28.5,19.5,2,3.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1092,durian merah banyuwangi,buah,100,165,1.5,5.0,30.5,21.0,2,3.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1093,salak pondoh,buah,100,80,0.4,0.4,22.0,13.5,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1094,salak bali,buah,100,75,0.4,0.4,20.0,12.0,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1095,salak gula pasir,buah,100,82,0.4,0.4,22.5,14.5,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1096,salak swaru,buah,100,76,0.4,0.4,20.5,12.5,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1097,salak condet,buah,100,78,0.4,0.4,21.0,12.5,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1098,salak nglumut,buah,100,80,0.4,0.4,22.0,13.0,2,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1099,jeruk siam pontianak,buah,100,47,0.9,0.1,11.8,9.5,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1100,jeruk medan,buah,100,47,0.9,0.1,11.8,9.5,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1101,jeruk garut,buah,100,48,0.9,0.1,12.0,9.8,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1102,jeruk baby,buah,100,46,0.9,0.1,11.5,9.0,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1103,jeruk keprok soe,buah,100,48,0.9,0.1,12.0,9.8,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1104,jeruk pamelo,buah,100,38,0.8,0.0,9.6,6.9,1,1.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1105,jeruk konde,buah,100,46,0.9,0.1,11.5,9.0,0,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1106,jeruk sankis,buah,100,49,0.9,0.1,12.5,9.8,0,2.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1107,apel manalagi,buah,100,53,0.3,0.2,14.5,11.0,1,2.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1108,apel anna,buah,100,52,0.3,0.2,14.0,10.5,1,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1109,apel rome beauty,buah,100,54,0.3,0.2,14.5,11.0,1,2.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1110,apel fuji,buah,100,56,0.3,0.2,15.0,11.5,1,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1111,apel washington,buah,100,52,0.3,0.2,14.0,10.5,1,2.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1112,anggur bali,buah,100,69,0.7,0.2,18.0,15.5,2,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1113,anggur probolinggo,buah,100,69,0.7,0.2,18.0,15.5,2,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1114,pepaya california,buah,100,43,0.5,0.3,11.0,7.8,8,1.7,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1115,pepaya bangkok,buah,100,43,0.5,0.3,11.0,7.8,8,1.7,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1116,pepaya hawaii,buah,100,43,0.5,0.3,11.0,7.8,8,1.7,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1117,jambu kristal,buah,100,68,2.6,1.0,14.3,8.9,2,5.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1118,jambu biji merah,buah,100,68,2.6,1.0,14.3,8.9,2,5.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1119,jambu klutuk,buah,100,68,2.6,1.0,14.3,8.5,2,5.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1120,jambu monyet,buah,100,46,0.2,0.5,11.6,9.2,12,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1121,jambu getas merah,buah,100,68,2.6,1.0,14.3,8.9,2,5.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1122,rambutan rapiah,buah,100,82,0.9,0.2,21.0,14.5,11,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1123,rambutan binjai,buah,100,84,0.9,0.2,21.5,15.0,11,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1124,rambutan lebak bulus,buah,100,82,0.9,0.2,21.0,14.5,11,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1125,rambutan simacan,buah,100,82,0.9,0.2,21.0,14.5,11,0.9,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1126,nangka salak,buah,100,95,1.7,0.6,23.5,19.5,2,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,generated_v6
1127,nangka lampung,buah,100,95,1.7,0.6,23.5,19.5,2,1.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1128,nangka dulang,buah,100,95,1.7,0.6,23.5,19.5,2,1.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1129,nangka mini,buah,100,92,1.7,0.6,23.0,18.5,2,1.5,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1130,manggis ungaran,buah,100,73,0.4,0.6,18.0,16.0,7,1.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1131,manggis biru,buah,100,73,0.4,0.6,18.0,16.0,7,1.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1132,markisa ungu,buah,100,97,2.2,0.7,23.5,11.5,28,10.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1133,markisa kuning,buah,100,95,2.2,0.7,23.0,11.0,28,10.4,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1134,belimbing dewi,buah,100,31,1.0,0.3,6.7,4.0,2,2.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1135,belimbing dewa,buah,100,31,1.0,0.3,6.7,4.0,2,2.8,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1136,sirsak ratu,buah,100,66,1.0,0.3,16.8,13.5,14,3.3,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1137,sirsak mawar,buah,100,65,1.0,0.3,16.5,13.0,14,3.3,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1138,sawo manila,buah,100,83,0.4,1.1,20.0,15.0,12,5.3,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1139,sawo kecik,buah,100,78,0.4,1.0,19.0,14.0,12,5.0,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1140,sawo mentega,buah,100,90,0.5,1.5,21.0,15.5,12,5.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_cobek.JPG,generated_v6
1141,duku rasuan,buah,100,57,0.8,0.2,14.2,8.0,5,2.3,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1142,duku palembang,buah,100,57,0.8,0.2,14.2,8.0,5,2.3,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1143,kelengkeng diamond river,buah,100,60,1.3,0.1,15.0,12.5,0,1.1,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1144,kelengkeng pingpong,buah,100,60,1.3,0.1,15.0,12.5,0,1.1,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1145,kelengkeng itoh,buah,100,60,1.3,0.1,15.0,12.5,0,1.1,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1146,bayam hijau,sayur,100,23,2.9,0.4,3.6,0.4,79,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1147,bayam merah,sayur,100,25,3.5,0.5,3.5,0.4,75,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1148,bayam putih,sayur,100,23,2.9,0.4,3.6,0.4,79,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1149,bayam raja,sayur,100,24,3.0,0.4,3.7,0.4,80,2.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1150,bayam brazil,sayur,100,22,2.7,0.4,3.4,0.4,75,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1151,bayam malabar,sayur,100,19,1.8,0.3,3.4,0.5,24,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1152,kangkung air,sayur,100,29,3.0,0.4,5.4,0.8,113,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1153,kangkung darat,sayur,100,29,3.0,0.4,5.4,0.8,113,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1154,kangkung putih,sayur,100,28,2.9,0.4,5.3,0.8,110,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1155,sawi hijau caisim,sayur,100,19,2.0,0.3,3.4,0.5,48,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1156,sawi pakcoy,sayur,100,13,1.5,0.2,2.2,1.2,65,1.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1157,sawi pagoda,sayur,100,19,2.0,0.3,3.4,0.5,48,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1158,sawi keriting,sayur,100,19,2.0,0.3,3.4,0.5,48,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1159,sawi putih,sayur,100,13,1.5,0.2,2.2,1.2,9,0.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1160,kacang panjang hijau,sayur,100,47,2.8,0.4,8.4,2.0,4,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
1161,kacang panjang ungu,sayur,100,48,2.8,0.4,8.4,2.0,4,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,generated_v6
1162,cabai hiyung,sayur,100,105,5.0,1.5,21.0,11.0,15,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1163,cabai gendot,sayur,100,40,1.9,0.4,8.8,5.3,9,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1164,cabai jemprit,sayur,100,105,5.0,1.5,21.0,11.0,15,3.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1165,cabai domba,sayur,100,95,4.5,1.3,19.5,10.0,14,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1166,cabai gendol,sayur,100,100,4.8,1.4,20.5,10.5,14,3.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1167,paprika hijau,sayur,100,31,1.0,0.3,6.0,4.2,4,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1168,paprika merah,sayur,100,31,1.0,0.3,6.0,4.2,4,2.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1169,paprika kuning,sayur,100,27,1.0,0.2,6.3,3.5,2,0.9,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1170,tomat ceri,sayur,100,18,0.9,0.2,3.9,2.6,5,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1171,tomat beef,sayur,100,18,0.9,0.2,3.9,2.6,5,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1172,tomat plum,sayur,100,18,0.9,0.2,3.9,2.6,5,1.2,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1173,tomat hijau,sayur,100,23,1.2,0.2,5.1,4.0,13,1.1,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1174,kembang turi,sayur,100,33,2.6,0.4,5.5,1.5,8,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1175,kembang jantung pisang,sayur,100,34,1.6,0.5,7.5,4.0,5,3.6,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",generated_v6
1176,daun pohpohan,sayur,100,32,3.0,0.5,5.5,0.8,12,2.5,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1177,daun sintrong,sayur,100,35,3.5,0.6,5.8,0.8,14,2.8,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1178,daun semanggi,sayur,100,28,2.5,0.4,4.8,0.6,10,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1179,daun kelor merah,sayur,100,64,9.4,1.4,8.3,1.5,9,2.0,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1180,daun kemangi ungu,sayur,100,23,3.1,0.6,2.7,0.3,4,1.6,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,generated_v6
1181,ikan kerapu sunu,ikan,100,105,21.5,1.5,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1182,ikan kerapu macan,ikan,100,105,21.5,1.5,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1183,ikan kerapu lumpur,ikan,100,105,21.5,1.5,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1184,ikan kerapu cantang,ikan,100,105,21.5,1.5,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1185,ikan kerapu hitam,ikan,100,102,21.0,1.4,0,0,75,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1186,ikan kerapu bebek,ikan,100,105,21.5,1.5,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1187,ikan kakap putih,ikan,100,105,22.0,1.5,0,0,75,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1188,ikan kakap hitam,ikan,100,108,22.5,1.7,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1189,ikan kakap mata besar,ikan,100,110,22.5,1.7,0,0,82,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1190,ikan ekor kuning,ikan,100,122,22.5,3.2,0,0,92,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1191,ikan kuro,ikan,100,110,21.5,2.5,0,0,85,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1192,ikan parang-parang,ikan,100,130,22.0,4.5,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1193,ikan layur,ikan,100,115,22.0,2.5,0,0,92,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1194,ikan lemuru,ikan,100,125,22.5,3.5,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1195,ikan lemang,ikan,100,102,19.5,2.5,0,0,65,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1196,ikan kapas-kapas,ikan,100,92,18.5,1.5,0,0,55,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1197,ikan biji nangka,ikan,100,102,20.0,2.0,0,0,65,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1198,ikan medang,ikan,100,95,19.5,1.5,0,0,60,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1199,ikan opudi,ikan,100,88,18.5,1.3,0,0,52,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1200,ikan terubuk,ikan,100,122,21.5,3.5,0,0,88,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1201,ikan gulamah,ikan,100,95,19.5,1.5,0,0,65,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1202,ikan kibung,ikan,100,92,18.5,1.4,0,0,55,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1203,ikan layang biru,ikan,100,115,23.0,2.2,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1204,ikan layang deles,ikan,100,115,23.0,2.2,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1205,ikan tongkol abu-abu,ikan,100,145,27.5,2.5,0,0,138,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1206,ikan tongkol komo,ikan,100,142,27.0,2.4,0,0,135,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1207,ikan tongkol lisong,ikan,100,140,26.8,2.4,0,0,132,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1208,ikan tuna mata besar,ikan,100,132,28.5,1.8,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1209,ikan tuna sirip biru,ikan,100,145,28.0,3.5,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1210,ikan tuna sirip kuning,ikan,100,132,28.5,1.8,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1211,ikan tuna albakor,ikan,100,132,28.5,1.8,0,0,95,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1212,ikan tenggiri papan,ikan,100,109,22.5,2.0,0,0,88,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1213,ikan tenggiri batang,ikan,100,109,22.5,2.0,0,0,88,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1214,ikan kembung perempuan,ikan,100,112,21.0,2.5,0,0,120,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1215,ikan kembung lelaki,ikan,100,115,22.0,2.8,0,0,125,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1216,ikan kuwe putih,ikan,100,118,22.0,2.8,0,0,85,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1217,ikan kuwe hitam,ikan,100,120,22.5,3.0,0,0,88,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1218,ikan barakuda,ikan,100,118,22.5,2.8,0,0,85,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1219,ikan kakatua,ikan,100,110,21.5,2.0,0,0,80,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1220,ikan butana,ikan,100,105,21.0,1.8,0,0,78,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1221,ikan tomang,ikan,100,96,19.5,1.5,0,0,55,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1222,ikan parai mahseer,ikan,100,115,19.5,3.5,0,0,68,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1223,ikan kalui,ikan,100,102,19.0,2.5,0,0,60,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1224,ikan tambakang,ikan,100,92,19.5,1.5,0,0,55,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1225,ikan glodok,ikan,100,88,18.0,1.3,0,0,52,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1226,ikan beraja,ikan,100,92,18.5,1.5,0,0,55,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1227,ikan parang,ikan,100,105,19.5,2.5,0,0,65,0,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,generated_v6
1228,sie reuboh,makanan-jadi,,285,18.5,18.5,8.5,2.0,580,1.5,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,generated_v6
